imdb_title_id,avg_vote,knn_3,knn_6,knn_10,knn_20,knn_40,mlp_200,svr_200,baysRidge_200,mlp_400,svr_400,baysRidge_400,mlp_600,svr_600,baysRidge_600,,knn10 MSE,knn3 MSE,mlp_600 MSE,svr_600 MSE,baysRidge_600 MSE
tt0107242,6.2,6.566666667,6.2,6.33,6.233344882,5.979136744,5.358608164,5.38724683,5.434349532,5.369735553,5.58708678,5.434349532,5.369735553,5.60810811,5.434349532,,0.13,0.366666667,0.830264447,0.59189189,0.765650468
tt0087889,5.1,6.333333333,6.283333333,6.31,6.347925946,6.085352926,5.71507007,5.38724683,5.579934512,5.780107351,5.447583125,5.579934512,5.780107351,5.468604454,5.579934512,,1.21,1.233333333,0.680107351,0.368604454,0.479934512
tt0082519,2.2,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.470223084,5.38724683,5.393632212,5.456901775,5.447583125,5.393632212,5.456901775,5.468604454,5.393632212,,4.639629651,4.6,3.256901775,3.268604454,3.193632212
tt0095143,4.7,6.566666667,5.866666667,5.57,5.807151135,5.671704532,5.432574989,4.856884219,4.890352151,5.354722362,4.728395405,4.890352151,5.354722362,4.749416734,4.890352151,,0.87,1.866666667,0.654722362,0.049416734,0.190352151
tt0109566,5.1,6.266666667,6.883333333,6.24,6.157459035,6.056815839,5.475350246,5.024838202,5.506666933,5.358043287,6.286658525,5.506666933,5.358043287,5.870757528,5.506666933,,1.14,1.166666667,0.258043287,0.770757528,0.406666933
tt0108253,4.8,5.466666667,5.383333333,5.51,5.865,6.023541246,5.590609575,5.38724683,5.849192609,5.598063789,5.616034205,5.849192609,5.598063789,5.341004971,5.849192609,,0.71,0.666666667,0.798063789,0.541004971,1.049192609
tt0105256,6.2,6.466666667,6.733333333,6.59,6.475,6.402013478,6.510416364,5.590264068,6.592445058,6.77078564,5.726843336,6.592445058,6.77078564,6.045159218,6.592445058,,0.39,0.266666667,0.57078564,0.154840782,0.392445058
tt0093506,4.7,4.866666667,4.866666667,4.97,5.11,5.555263219,4.936220137,5.38724683,5.039766881,4.933143625,5.447583125,5.039766881,4.933143625,5.255519136,5.039766881,,0.27,0.166666667,0.233143625,0.555519136,0.339766881
tt0104875,2.7,3.928989795,3.853484692,3.919139691,4.511262196,5.036136709,3.55067268,3.961916399,3.519837716,3.04640762,3.727309609,3.519837716,3.04640762,3.664455966,3.519837716,,1.219139691,1.228989795,0.34640762,0.964455966,0.819837716
tt0093393,6.7,6.332576539,6.860102051,6.889768552,6.659496812,6.149905218,5.721986525,5.38724683,6.015168422,5.91132642,5.447583125,6.015168422,5.91132642,5.610606936,6.015168422,,0.189768552,0.367423461,0.78867358,1.089393064,0.684831578
tt0113121,6.8,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.385566471,5.38724683,5.393632212,5.351612795,5.447583125,5.393632212,5.351612795,5.468604454,5.393632212,,0.039629651,0,1.448387205,1.331395546,1.406367788
tt0110518,5.6,6.766666667,6.85,6.792752138,6.239101258,5.997654038,5.290814589,5.38724683,5.351835876,5.230776299,5.447583125,5.351835876,5.230776299,5.468604454,5.351835876,,1.192752138,1.166666667,0.369223701,0.131395546,0.248164124
tt0082244,5.4,6.433333333,6.866666667,6.698103517,6.108632312,5.988352951,5.452351179,5.38724683,5.388545303,5.448168338,5.447583125,5.388545303,5.448168338,5.468604454,5.388545303,,1.298103517,1.033333333,0.048168338,0.068604454,0.011454697
tt0109324,4.7,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.46080533,5.38724683,5.393632212,5.443837275,5.447583125,5.393632212,5.443837275,5.468604454,5.393632212,,2.139629651,2.1,0.743837275,0.768604454,0.693632212
tt0088034,6.5,6.5,6.716666667,6.733717545,6.161898605,5.874217034,5.370207497,5.38724683,5.532029731,5.342268381,5.447583125,5.532029731,5.342268381,5.468604454,5.532029731,,0.233717545,0,1.157731619,1.031395546,0.967970269
tt0094850,5.1,5.166666667,5.766666667,5.89,6.16592246,5.860439628,5.108218198,5.38724683,4.912698315,4.915621745,5.447583125,4.912698315,4.915621745,4.739525739,4.912698315,,0.79,0.066666667,0.184378255,0.360474261,0.187301685
tt0096319,5.4,5.666666667,6.116666667,6.361943091,6.144703665,5.752562634,5.409696855,5.38724683,5.75176752,5.489426891,5.447583125,5.75176752,5.489426891,5.606926271,5.75176752,,0.961943091,0.266666667,0.089426891,0.206926271,0.35176752
tt0096919,5.3,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.330805903,5.38724683,5.393632212,5.283233956,5.447583125,5.393632212,5.283233956,5.468604454,5.393632212,,1.539629651,1.5,0.016766044,0.168604454,0.093632212
tt0103959,4.1,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.354133165,5.38724683,5.393632212,5.312615483,5.447583125,5.393632212,5.312615483,5.468604454,5.393632212,,2.739629651,2.7,1.212615483,1.368604454,1.293632212
tt0102453,5.5,5.1,5.3,5.91,6.218361526,6.035946862,5.492936237,5.126981637,5.482703471,5.499143313,5.187317932,5.482703471,5.499143313,5.208339261,5.482703471,,0.41,0.4,0.000856687,0.291660739,0.017296529
tt0113965,5.2,6.3,6.266666667,6.38,6.177149446,5.952835682,5.754515669,5.38724683,5.594554627,5.868901252,5.853727501,5.594554627,5.868901252,5.692146378,5.594554627,,1.18,1.1,0.668901252,0.492146378,0.394554627
tt0092147,5.9,6.366666667,6.45,6.681957722,6.3877647,6.004701648,5.528314424,6.197737303,5.90741167,5.598044253,6.476692001,5.90741167,5.598044253,6.497713331,5.90741167,,0.781957722,0.466666667,0.301955747,0.597713331,0.00741167
tt0092733,4.8,5.233333333,5.616666667,5.87,5.913194441,5.955924477,5.466518414,5.38724683,5.58774696,5.56948601,5.242885449,5.58774696,5.56948601,5.483719903,5.58774696,,1.07,0.433333333,0.76948601,0.683719903,0.78774696
tt0107763,4,4.7,4.766666667,5.27,5.29,5.482610511,4.584310301,4.781739784,3.974448395,4.040346691,4.376539853,3.974448395,4.040346691,4.060414134,3.974448395,,1.27,0.7,0.040346691,0.060414134,0.025551605
tt0085478,7.2,5.966666667,6.066666667,6.4,6.48,6.2684238,6.090172875,5.562476387,6.151474614,6.179828676,5.652480045,6.151474614,6.179828676,5.746842935,6.151474614,,0.8,1.233333333,1.020171324,1.453157065,1.048525386
tt0113602,4.7,6.233333333,6.283333333,6.304916826,6.02075111,5.784228442,5.03063196,5.38724683,5.022783734,4.830832013,5.447583125,5.022783734,4.830832013,5.468604454,5.022783734,,1.604916826,1.533333333,0.130832013,0.768604454,0.322783734
tt0091621,4.9,6.133333333,6.3,6.04,6.334345043,5.828393808,5.514154959,5.38724683,5.483170163,5.567299733,5.356078348,5.483170163,5.567299733,5.377099678,5.483170163,,1.14,1.233333333,0.667299733,0.477099678,0.583170163
tt0097755,5,6.366666667,5.966666667,6.09,6.286787784,5.856217605,5.412365937,5.38724683,5.610044003,5.40045323,5.783604914,5.610044003,5.40045323,5.387906803,5.610044003,,1.09,1.366666667,0.40045323,0.387906803,0.610044003
tt0097211,6.4,5.766666667,5.766666667,5.25,5.634936988,5.528193404,4.926858557,4.91296584,4.657523845,4.612130214,4.973302135,4.657523845,4.612130214,4.669802524,4.657523845,,1.15,0.633333333,1.787869786,1.730197476,1.742476155
tt0082669,2.9,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.304015473,5.38724683,5.393632212,5.25188108,5.447583125,5.393632212,5.25188108,5.468604454,5.393632212,,3.939629651,3.9,2.35188108,2.568604454,2.493632212
tt0088885,5.7,5.9,6.15,6.39,6.07819999,5.862191307,5.517305695,5.787869152,5.599834064,5.53209193,6.057263505,5.599834064,5.53209193,6.078284834,5.599834064,,0.69,0.2,0.16790807,0.378284834,0.100165936
tt0091957,4,5.668989795,5.587545592,5.103408097,4.928667649,5.326781507,4.762465846,5.345972057,4.951844085,4.766531793,5.363194295,4.951844085,4.766531793,5.323934275,4.951844085,,1.103408097,1.668989795,0.766531793,1.323934275,0.951844085
tt0087290,2.4,5.5,5.566666667,5.4,5.690852248,5.661866596,5.153160336,5.06280819,5.266914103,5.135347827,5.123144485,5.266914103,5.135347827,5.144165814,5.266914103,,3,3.1,2.735347827,2.744165814,2.866914103
tt0114496,5.7,7.066666667,6.983333333,6.81,6.595,6.217626485,6.255250797,5.587344371,6.344607521,6.406575871,5.792643652,6.344607521,6.406575871,5.717925603,6.344607521,,1.11,1.366666667,0.706575871,0.017925603,0.644607521
tt0109415,4.2,7.033333333,6.183333333,6.402242028,6.289700313,6.103270156,5.38762797,5.18884523,5.502461813,5.39006931,5.249181526,5.502461813,5.39006931,5.474440291,5.502461813,,2.202242028,2.833333333,1.19006931,1.274440291,1.302461813
tt0102220,5.7,6.033333333,5.75,5.71,6.113900943,5.82420979,5.323465792,5.38724683,5.356644788,5.164707353,5.478088456,5.356644788,5.164707353,5.388797988,5.356644788,,0.01,0.333333333,0.535292647,0.311202012,0.343355212
tt0095126,4.9,5.8,6.283333333,6.448861976,6.12923285,5.878983108,5.352117269,5.25494392,5.20568221,5.244541691,5.315280215,5.20568221,5.244541691,5.336301544,5.20568221,,1.548861976,0.9,0.344541691,0.436301544,0.30568221
tt0092802,5.7,5.233333333,5.8,6.18,6.274148862,5.923545553,5.406275008,6.081252676,6.01758664,5.461937715,5.644453776,6.01758664,5.461937715,5.906384709,6.01758664,,0.48,0.466666667,0.238062285,0.206384709,0.31758664
tt0086589,7,6.433333333,6.166666667,6.36,6.189923459,5.787207643,5.494829841,5.846902184,5.676610267,5.568607598,5.664879838,5.676610267,5.568607598,5.685901167,5.676610267,,0.64,0.566666667,1.431392402,1.314098833,1.323389733
tt0104070,6.6,6.733333333,6.583333333,6.42,6.82,6.579265999,6.700075665,6.118713521,7.083520818,7.019832773,6.387269717,7.083520818,7.019832773,6.083142852,7.083520818,,0.18,0.133333333,0.419832773,0.516857148,0.483520818
tt0106246,7.1,6.366666667,6.65,6.51,6.378109665,6.056080862,5.421666102,5.38724683,5.805526567,5.440298537,5.191186955,5.805526567,5.440298537,5.909124987,5.805526567,,0.59,0.733333333,1.659701463,1.190875013,1.294473433
tt0113936,5.8,5.833333333,6.366666667,6.06,6.342016578,5.862578725,5.605593757,5.38724683,5.761175014,5.746103807,5.447583125,5.761175014,5.746103807,5.468604454,5.761175014,,0.26,0.033333333,0.053896193,0.331395546,0.038824986
tt0092859,5.1,6.5,5.2,5.807832706,5.821367558,5.710682787,5.38337987,5.126032415,4.796707852,5.290618835,5.18636871,4.796707852,5.290618835,5.20739004,4.796707852,,0.707832706,1.4,0.190618835,0.10739004,0.303292148
tt0097008,4.9,5.9,5.9,6.07,6.246252513,5.971237981,5.36325931,5.38724683,5.313402898,5.366738119,5.254326188,5.313402898,5.366738119,5.275347517,5.313402898,,1.17,1,0.466738119,0.375347517,0.413402898
tt0081457,4.3,5.933333333,6.433333333,6.559848263,6.186879056,5.838961839,5.380528959,5.38724683,5.461467336,5.371463126,5.447583125,5.461467336,5.371463126,5.468604454,5.461467336,,2.259848263,1.633333333,1.071463126,1.168604454,1.161467336
tt0088752,4.2,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.232228824,5.38724683,5.393632212,5.162232444,5.447583125,5.393632212,5.162232444,5.468604454,5.393632212,,2.639629651,2.6,0.962232444,1.268604454,1.193632212
tt0107566,6.5,7.133333333,6.716666667,6.743186467,6.399139095,5.7537269,5.603604543,5.38724683,5.579750752,5.676265298,5.447583125,5.579750752,5.676265298,5.812555002,5.579750752,,0.243186467,0.633333333,0.823734702,0.687444998,0.920249248
tt0090917,5.6,5.7,5.433333333,5.86,6.228589131,5.837049621,5.501757259,5.38724683,5.534656829,5.526005477,5.447583125,5.534656829,5.526005477,5.385245613,5.534656829,,0.26,0.1,0.073994523,0.214754387,0.065343171
tt0093163,4.5,7.066666667,7.083333333,6.976501882,6.29803693,5.813406492,5.993884035,6.248073079,6.163778347,6.308662863,6.59108812,6.163778347,6.308662863,6.612109449,6.163778347,,2.476501882,2.566666667,1.808662863,2.112109449,1.663778347
tt0112819,6.9,6.724744871,7.066247283,7.010990243,6.587302043,6.195408818,6.088666054,7.265716729,7.069335299,6.63634484,7.929441288,7.069335299,6.63634484,7.950462618,7.069335299,,0.110990243,0.175255129,0.26365516,1.050462618,0.169335299
tt0088330,5.8,7.133333333,7.033333333,6.74,6.22,6.101707845,5.946002765,6.151506679,6.159840464,6.1577454,6.321228932,6.159840464,6.1577454,6.342250261,6.159840464,,0.94,1.333333333,0.3577454,0.542250261,0.359840464
tt0097240,7.3,6.433333333,6.45,6.33,6.17,6.020894956,5.575946116,5.582172099,5.660402865,5.507822499,5.726696357,5.660402865,5.507822499,5.682756084,5.660402865,,0.97,0.866666667,1.792177501,1.617243916,1.639597135
tt0105402,5.1,5.582224513,5.398012379,5.858459123,5.760332237,5.8244399,5.386137289,5.38724683,5.418209045,5.390499356,5.306343115,5.418209045,5.390499356,5.420791586,5.418209045,,0.758459123,0.482224513,0.290499356,0.320791586,0.318209045
tt0113719,4.3,5.033333333,4.833333333,5.07,4.97,5.272054726,4.594838301,4.668149012,4.112770493,4.289783609,4.782196972,4.112770493,4.289783609,4.723473934,4.112770493,,0.77,0.733333333,0.010216391,0.423473934,0.187229507
tt0102691,5.1,6.56202041,6.532129831,6.675137644,6.592402212,6.149098704,5.705451127,5.38724683,5.950158514,5.881553161,5.447583125,5.950158514,5.881553161,5.468604454,5.950158514,,1.575137644,1.46202041,0.781553161,0.368604454,0.850158514
tt0090065,6.6,6.8,7.036254219,6.839629651,6.403507368,6.078892888,5.290589397,5.38724683,5.393632212,5.235101158,5.447583125,5.393632212,5.235101158,5.468604454,5.393632212,,0.239629651,0.2,1.364898842,1.131395546,1.206367788
tt0095853,6.4,6.866666667,6.5,6.65895372,6.326108187,5.985918543,5.536174062,5.657545504,6.018035415,5.719418526,5.717881799,6.018035415,5.719418526,6.197808858,6.018035415,,0.25895372,0.466666667,0.680581474,0.202191142,0.381964585
tt0086884,5.5,6.533333333,6.333333333,6.19,5.885,5.957148116,5.651846718,5.246238204,5.889428154,5.78216824,5.794150861,5.889428154,5.78216824,5.81517219,5.889428154,,0.69,1.033333333,0.28216824,0.31517219,0.389428154
tt0096379,4.4,4.019238816,4.790979017,4.552736706,5.449636521,5.495314001,4.261705334,4.428926347,4.387778846,3.999671893,4.352287314,4.387778846,3.999671893,4.289255676,4.387778846,,0.152736706,0.380761184,0.400328107,0.110744324,0.012221154
tt0100504,5,4.6,5.65,5.81,5.888942572,5.87891644,5.487013787,5.613417627,5.11735967,5.496257514,5.260644641,5.11735967,5.496257514,5.067477204,5.11735967,,0.81,0.4,0.496257514,0.067477204,0.11735967
tt0083336,6.3,6.133333333,6.483333333,6.47,6.625837631,6.27416227,6.250713995,5.711660584,6.38001841,6.49657931,5.77199688,6.38001841,6.49657931,6.614115448,6.38001841,,0.17,0.166666667,0.19657931,0.314115448,0.08001841
tt0094934,6.5,6.7,5.916666667,5.71,5.86,5.886938255,5.334546943,5.301790308,5.14158493,5.161158824,5.362126604,5.14158493,5.161158824,5.53636557,5.14158493,,0.79,0.2,1.338841176,0.96363443,1.35841507
tt0100817,5.1,5.766666667,6.133333333,6.18,6.159578616,5.857766516,5.571482822,5.38724683,5.760830628,5.602584326,6.049618142,5.760830628,5.602584326,6.267384959,5.760830628,,1.08,0.666666667,0.502584326,1.167384959,0.660830628
tt0100708,4.6,6.333333333,6.516666667,6.21,6.252561271,5.952004708,5.685588904,5.086777817,5.68034621,5.797637181,5.147114113,5.68034621,5.797637181,5.398407263,5.68034621,,1.61,1.733333333,1.197637181,0.798407263,1.08034621
tt0082509,6.7,6.433333333,6.15,6.49924703,5.903813015,5.630685802,5.417001377,5.38724683,5.161058586,5.307464178,5.447583125,5.161058586,5.307464178,5.468604454,5.161058586,,0.20075297,0.266666667,1.392535822,1.231395546,1.538941414
tt0096784,2.7,5.333333333,5.216666667,4.98,5.802439566,5.7989196,4.947835037,4.948853554,5.04145439,4.884342977,5.009189849,5.04145439,4.884342977,5.030211179,5.04145439,,2.28,2.633333333,2.184342977,2.330211179,2.34145439
tt0108559,5.9,5.665153077,5.794401871,6.119338342,6.14643664,5.719383112,5.499414104,5.145788002,5.65353505,5.608250507,6.020770103,5.65353505,5.608250507,6.041791432,5.65353505,,0.219338342,0.234846923,0.291749493,0.141791432,0.24646495
tt0113952,6.2,6.766666667,6.583333333,6.75,6.59191936,6.154119051,5.899388256,5.772806538,6.02608377,6.118994734,6.098373989,6.02608377,6.118994734,6.119395319,6.02608377,,0.55,0.566666667,0.081005266,0.080604681,0.17391623
tt0100087,5.5,5.764449026,6.167140698,5.779007513,6.106697988,5.711410367,5.526654574,5.38724683,5.211071566,5.352102694,5.192259835,5.211071566,5.352102694,5.21681102,5.211071566,,0.279007513,0.264449026,0.147897306,0.28318898,0.288928434
tt0112541,6.7,6.666666667,6.783333333,6.44,6.722645355,6.105139088,5.876512487,5.624969325,5.727380999,5.888266393,5.685305621,5.727380999,5.888266393,5.70632695,5.727380999,,0.26,0.033333333,0.811733607,0.99367305,0.972619001
tt0086374,5.5,6.833333333,6.65,5.61,5.63,5.822512494,5.329532708,4.920265117,5.504903989,5.289248041,5.220402964,5.504903989,5.289248041,4.936439288,5.504903989,,0.11,1.333333333,0.210751959,0.563560712,0.004903989
tt0099982,4,4.333333333,4.85,4.92,4.635,5.082621399,3.829562281,5.15303825,4.095116357,3.485035733,4.863424714,4.095116357,3.485035733,4.884446044,4.095116357,,0.92,0.333333333,0.514964267,0.884446044,0.095116357
tt0083015,6.4,5.461566333,5.758535718,6.071073192,6.212028274,6.019819099,5.459025036,5.38724683,5.410141141,5.429401653,5.488608123,5.410141141,5.429401653,5.41856488,5.410141141,,0.328926808,0.938433667,0.970598347,0.98143512,0.989858859
tt0096804,3.6,4.551214308,4.590791364,4.975821464,5.587127078,5.596015281,5.01386456,4.20903869,4.81633723,4.908106149,4.099129122,4.81633723,4.908106149,4.566304004,4.81633723,,1.375821464,0.951214308,1.308106149,0.966304004,1.21633723
tt0094750,3.9,5.433333333,5.716666667,5.98,5.735,5.834795815,5.714935392,5.38724683,5.673184541,5.826360392,5.3372433,5.673184541,5.826360392,5.358264629,5.673184541,,2.08,1.533333333,1.926360392,1.458264629,1.773184541
tt0105298,5.6,5.766666667,6.016666667,6.366786426,6.154204455,5.654663671,5.511653522,5.38724683,5.278462161,5.485944572,5.447583125,5.278462161,5.485944572,5.468604454,5.278462161,,0.766786426,0.166666667,0.114055428,0.131395546,0.321537839
tt0107302,6.7,5.033333333,5.983333333,6.310150594,5.995417983,5.75033034,5.350659733,5.38724683,4.99316502,5.211653414,5.162806834,4.99316502,5.211653414,5.183828163,4.99316502,,0.389849406,1.666666667,1.488346586,1.516171837,1.70683498
tt0111228,4.7,5.9,5.733333333,5.58,5.614170726,5.708662695,5.015503638,5.153603852,5.161450591,4.896928636,5.213940148,5.161450591,4.896928636,5.31591708,5.161450591,,0.88,1.2,0.196928636,0.61591708,0.461450591
tt0080739,4.4,5.233333333,5.683333333,5.95,6.249044341,5.897215792,5.382901354,5.082849632,5.404436139,5.350016879,5.188009518,5.404436139,5.350016879,5.363754461,5.404436139,,1.55,0.833333333,0.950016879,0.963754461,1.004436139
